"agency_cd","site_no","Date","X_00065_00003","X_00065_00003_cd"
"USGS","02087275",2005-03-12,5.55,"A"
"USGS","02087275",2005-03-13,5.35,"A"
"USGS","02087275",2005-03-14,5.35,"A"
"USGS","02087275",2005-03-15,5.22,"A"
"USGS","02087275",2005-03-16,5.75,"A"
"USGS","02087275",2005-03-17,8.33,"A"
"USGS","02087275",2005-03-18,7.59,"A"
"USGS","02087275",2005-03-19,6.65,"A"
"USGS","02087275",2005-03-20,6.03,"A"
"USGS","02087275",2005-03-21,5.67,"A"
"USGS","02087275",2005-03-22,5.44,"A"
"USGS","02087275",2005-03-23,5.74,"A"
"USGS","02087275",2005-03-24,5.92,"A"
"USGS","02087275",2005-03-25,5.71,"A"
"USGS","02087275",2005-03-26,5.49,"A"
"USGS","02087275",2005-03-27,5.34,"A"
"USGS","02087275",2005-03-28,5.95,"A"
"USGS","02087275",2005-03-29,6.09,"A"
"USGS","02087275",2005-03-30,5.87,"A"
"USGS","02087275",2005-03-31,5.64,"A"
"USGS","02087275",2005-04-01,5.51,"A"
"USGS","02087275",2005-04-02,5.66,"A"
"USGS","02087275",2005-04-03,6.08,"A"
"USGS","02087275",2005-04-04,5.84,"A"
"USGS","02087275",2005-04-05,5.55,"A"
"USGS","02087275",2005-04-06,5.29,"A"
"USGS","02087275",2005-04-07,5.13,"A"
"USGS","02087275",2005-04-08,6.06,"A"
"USGS","02087275",2005-04-09,7.41,"A"
"USGS","02087275",2005-04-10,6.5,"A"
"USGS","02087275",2005-04-11,5.93,"A"
"USGS","02087275",2005-04-12,5.59,"A"
"USGS","02087275",2005-04-13,6.03,"A"
"USGS","02087275",2005-04-14,5.84,"A"
"USGS","02087275",2005-04-15,5.53,"A"
"USGS","02087275",2005-04-16,5.3,"A"
"USGS","02087275",2005-04-17,5.15,"A"
"USGS","02087275",2005-04-18,5.06,"A"
"USGS","02087275",2005-04-19,4.98,"A"
"USGS","02087275",2005-04-20,4.92,"A"
"USGS","02087275",2005-04-21,4.86,"A"
"USGS","02087275",2005-04-22,4.8,"A"
"USGS","02087275",2005-04-23,4.77,"A"
"USGS","02087275",2005-04-24,4.73,"A"
"USGS","02087275",2005-04-25,4.68,"A"
"USGS","02087275",2005-04-26,4.61,"A"
"USGS","02087275",2005-04-27,4.61,"A"
"USGS","02087275",2005-04-28,4.59,"A"
"USGS","02087275",2005-04-29,4.63,"A"
"USGS","02087275",2005-04-30,4.65,"A"
"USGS","02087275",2005-05-01,5.05,"A"
"USGS","02087275",2005-05-02,4.91,"A"
"USGS","02087275",2005-05-03,4.78,"A"
"USGS","02087275",2005-05-04,4.7,"A"
"USGS","02087275",2005-05-05,4.63,"A"
"USGS","02087275",2005-05-06,5.57,"A"
"USGS","02087275",2005-05-07,5.34,"A"
"USGS","02087275",2005-05-08,5.1,"A"
"USGS","02087275",2005-05-09,4.95,"A"
"USGS","02087275",2005-05-10,4.83,"A"
"USGS","02087275",2005-05-11,4.75,"A"
"USGS","02087275",2005-05-12,4.73,"A"
"USGS","02087275",2005-05-13,4.89,"A"
"USGS","02087275",2005-05-14,4.71,"A"
"USGS","02087275",2005-05-15,4.65,"A"
"USGS","02087275",2005-05-16,4.7,"A"
"USGS","02087275",2005-05-17,4.63,"A"
"USGS","02087275",2005-05-18,4.55,"A"
"USGS","02087275",2005-05-19,4.63,"A"
"USGS","02087275",2005-05-20,4.92,"A"
"USGS","02087275",2005-05-21,5.19,"A"
"USGS","02087275",2005-05-22,4.95,"A"
"USGS","02087275",2005-05-23,4.84,"A"
"USGS","02087275",2005-05-24,4.73,"A"
"USGS","02087275",2005-05-25,4.68,"A"
"USGS","02087275",2005-05-26,4.61,"A"
"USGS","02087275",2005-05-27,4.54,"A"
"USGS","02087275",2005-05-28,4.48,"A"
"USGS","02087275",2005-05-29,4.44,"A"
"USGS","02087275",2005-05-30,4.41,"A"
"USGS","02087275",2005-05-31,4.42,"A"
"USGS","02087275",2005-06-01,4.43,"A"
"USGS","02087275",2005-06-02,4.95,"A"
"USGS","02087275",2005-06-03,4.82,"A"
"USGS","02087275",2005-06-04,4.69,"A"
"USGS","02087275",2005-06-05,4.62,"A"
"USGS","02087275",2005-06-06,4.6,"A"
"USGS","02087275",2005-06-07,6.08,"A"
"USGS","02087275",2005-06-08,7.48,"A"
"USGS","02087275",2005-06-09,6.13,"A"
"USGS","02087275",2005-06-10,5.56,"A"
"USGS","02087275",2005-06-11,5.27,"A"
"USGS","02087275",2005-06-12,5.04,"A"
"USGS","02087275",2005-06-13,4.88,"A"
"USGS","02087275",2005-06-14,4.75,"A"
"USGS","02087275",2005-06-15,4.65,"A"
"USGS","02087275",2005-06-16,4.57,"A"
"USGS","02087275",2005-06-17,4.5,"A"
"USGS","02087275",2005-06-18,4.41,"A"
"USGS","02087275",2005-06-19,4.35,"A"
"USGS","02087275",2005-06-20,4.35,"A"
"USGS","02087275",2005-06-21,4.31,"A"
"USGS","02087275",2005-06-22,4.3,"A"
"USGS","02087275",2005-06-23,4.34,"A"
"USGS","02087275",2005-06-24,4.29,"A"
"USGS","02087275",2005-06-25,4.27,"A"
"USGS","02087275",2005-06-26,4.3,"A"
"USGS","02087275",2005-06-27,4.31,"A"
"USGS","02087275",2005-06-28,4.46,"A"
"USGS","02087275",2005-06-29,4.48,"A"
"USGS","02087275",2005-06-30,4.42,"A"
"USGS","02087275",2005-07-01,4.32,"A"
"USGS","02087275",2005-07-02,4.36,"A"
"USGS","02087275",2005-07-03,4.31,"A"
"USGS","02087275",2005-07-04,4.27,"A"
"USGS","02087275",2005-07-05,4.27,"A"
"USGS","02087275",2005-07-06,4.28,"A"
"USGS","02087275",2005-07-07,4.38,"A"
"USGS","02087275",2005-07-08,6.17,"A"
"USGS","02087275",2005-07-09,5.93,"A"
"USGS","02087275",2005-07-10,5.51,"A"
"USGS","02087275",2005-07-11,5.18,"A"
"USGS","02087275",2005-07-12,4.94,"A"
"USGS","02087275",2005-07-13,4.74,"A"
"USGS","02087275",2005-07-14,4.72,"A"
"USGS","02087275",2005-07-15,4.58,"A"
"USGS","02087275",2005-07-16,4.49,"A"
"USGS","02087275",2005-07-17,4.42,"A"
"USGS","02087275",2005-07-18,4.38,"A"
"USGS","02087275",2005-07-19,4.36,"A"
"USGS","02087275",2005-07-20,6.11,"A"
"USGS","02087275",2005-07-21,5.71,"A"
"USGS","02087275",2005-07-22,5.5,"A"
"USGS","02087275",2005-07-23,5.74,"A"
"USGS","02087275",2005-07-24,5.31,"A"
"USGS","02087275",2005-07-25,5.01,"A"
"USGS","02087275",2005-07-26,4.8,"A"
"USGS","02087275",2005-07-27,4.64,"A"
"USGS","02087275",2005-07-28,4.58,"A"
"USGS","02087275",2005-07-29,7.95,"A"
"USGS","02087275",2005-07-30,7.19,"A"
"USGS","02087275",2005-07-31,6.33,"A"
"USGS","02087275",2005-08-01,6.01,"A"
"USGS","02087275",2005-08-02,5.51,"A"
"USGS","02087275",2005-08-03,5.2,"A"
"USGS","02087275",2005-08-04,4.97,"A"
"USGS","02087275",2005-08-05,4.86,"A"
"USGS","02087275",2005-08-06,4.71,"A"
"USGS","02087275",2005-08-07,4.55,"A"
"USGS","02087275",2005-08-08,4.49,"A"
"USGS","02087275",2005-08-09,7.23,"A"
"USGS","02087275",2005-08-10,7.68,"A"
"USGS","02087275",2005-08-11,6.88,"A"
"USGS","02087275",2005-08-12,6.28,"A"
"USGS","02087275",2005-08-13,5.84,"A"
"USGS","02087275",2005-08-14,6.32,"A"
"USGS","02087275",2005-08-15,6.5,"A"
"USGS","02087275",2005-08-16,5.64,"A"
"USGS","02087275",2005-08-17,5.57,"A"
"USGS","02087275",2005-08-18,5.27,"A"
"USGS","02087275",2005-08-19,5.04,"A"
"USGS","02087275",2005-08-20,4.87,"A"
"USGS","02087275",2005-08-21,4.9,"A"
"USGS","02087275",2005-08-22,4.8,"A"
"USGS","02087275",2005-08-23,4.8,"A"
"USGS","02087275",2005-08-24,4.72,"A"
"USGS","02087275",2005-08-25,4.61,"A"
"USGS","02087275",2005-08-26,4.51,"A"
"USGS","02087275",2005-08-27,4.42,"A"
"USGS","02087275",2005-08-28,4.38,"A"
"USGS","02087275",2005-08-29,4.36,"A"
"USGS","02087275",2005-08-30,4.32,"A"
"USGS","02087275",2005-08-31,4.31,"A"
"USGS","02087275",2005-09-01,4.28,"A"
"USGS","02087275",2005-09-02,4.25,"A"
"USGS","02087275",2005-09-03,4.22,"A"
"USGS","02087275",2005-09-04,4.21,"A"
"USGS","02087275",2005-09-05,4.2,"A"
"USGS","02087275",2005-09-06,4.23,"A"
"USGS","02087275",2005-09-07,4.23,"A"
"USGS","02087275",2005-09-08,4.23,"A"
"USGS","02087275",2005-09-09,4.22,"A"
"USGS","02087275",2005-09-10,4.2,"A"
"USGS","02087275",2005-09-11,4.2,"A"
"USGS","02087275",2005-09-12,4.22,"A"
"USGS","02087275",2005-09-13,4.22,"A"
"USGS","02087275",2005-09-14,4.27,"A"
"USGS","02087275",2005-09-15,4.27,"A"
"USGS","02087275",2005-09-16,4.24,"A"
"USGS","02087275",2005-09-17,4.23,"A"
"USGS","02087275",2005-09-18,4.22,"A"
"USGS","02087275",2005-09-19,4.22,"A"
"USGS","02087275",2005-09-20,4.42,"A"
"USGS","02087275",2005-09-21,5.23,"A"
"USGS","02087275",2005-09-22,4.85,"A"
"USGS","02087275",2005-09-23,4.67,"A"
"USGS","02087275",2005-09-24,4.54,"A"
"USGS","02087275",2005-09-25,4.48,"A"
"USGS","02087275",2005-09-26,4.43,"A"
"USGS","02087275",2005-09-27,4.41,"A"
"USGS","02087275",2005-09-28,4.35,"A"
"USGS","02087275",2005-09-29,4.29,"A"
"USGS","02087275",2005-09-30,4.27,"A"
"USGS","02087275",2005-10-01,4.23,"A"
"USGS","02087275",2005-10-02,4.22,"A"
"USGS","02087275",2005-10-03,4.24,"A"
"USGS","02087275",2005-10-04,4.25,"A"
"USGS","02087275",2005-10-05,4.24,"A"
"USGS","02087275",2005-10-06,4.23,"A"
"USGS","02087275",2005-10-07,5.16,"A"
"USGS","02087275",2005-10-08,6.58,"A"
"USGS","02087275",2005-10-09,6.05,"A"
"USGS","02087275",2005-10-10,5.57,"A"
"USGS","02087275",2005-10-11,5.27,"A"
"USGS","02087275",2005-10-12,5.02,"A"
"USGS","02087275",2005-10-13,4.86,"A"
"USGS","02087275",2005-10-14,4.74,"A"
"USGS","02087275",2005-10-15,4.61,"A"
"USGS","02087275",2005-10-16,4.54,"A"
"USGS","02087275",2005-10-17,4.48,"A"
"USGS","02087275",2005-10-18,4.42,"A"
"USGS","02087275",2005-10-19,4.37,"A"
"USGS","02087275",2005-10-20,4.36,"A"
"USGS","02087275",2005-10-21,4.36,"A"
"USGS","02087275",2005-10-22,4.38,"A"
"USGS","02087275",2005-10-23,4.36,"A"
"USGS","02087275",2005-10-24,4.34,"A"
"USGS","02087275",2005-10-25,4.31,"A"
"USGS","02087275",2005-10-26,4.31,"A"
"USGS","02087275",2005-10-27,4.26,"A"
"USGS","02087275",2005-10-28,4.26,"A"
"USGS","02087275",2005-10-29,4.23,"A"
"USGS","02087275",2005-10-30,4.23,"A"
"USGS","02087275",2005-10-31,4.24,"A"
"USGS","02087275",2005-11-01,4.24,"A"
"USGS","02087275",2005-11-02,4.24,"A"
"USGS","02087275",2005-11-03,4.23,"A"
"USGS","02087275",2005-11-04,4.24,"A"
"USGS","02087275",2005-11-05,4.25,"A"
"USGS","02087275",2005-11-06,4.25,"A"
"USGS","02087275",2005-11-07,4.24,"A"
"USGS","02087275",2005-11-08,4.23,"A"
"USGS","02087275",2005-11-09,4.23,"A"
"USGS","02087275",2005-11-10,4.28,"A"
"USGS","02087275",2005-11-11,4.24,"A"
"USGS","02087275",2005-11-12,4.24,"A"
"USGS","02087275",2005-11-13,4.24,"A"
"USGS","02087275",2005-11-14,4.26,"A"
"USGS","02087275",2005-11-15,4.24,"A"
"USGS","02087275",2005-11-16,4.36,"A"
"USGS","02087275",2005-11-17,4.47,"A"
"USGS","02087275",2005-11-18,4.3,"A"
"USGS","02087275",2005-11-19,4.24,"A"
"USGS","02087275",2005-11-20,4.24,"A"
"USGS","02087275",2005-11-21,5.9,"A"
"USGS","02087275",2005-11-22,6.78,"A"
"USGS","02087275",2005-11-23,5.99,"A"
"USGS","02087275",2005-11-24,5.47,"A"
"USGS","02087275",2005-11-25,5.12,"A"
"USGS","02087275",2005-11-26,4.9,"A"
"USGS","02087275",2005-11-27,4.88,"A"
"USGS","02087275",2005-11-28,5.69,"A"
"USGS","02087275",2005-11-29,6.38,"A"
"USGS","02087275",2005-11-30,6.98,"A"
"USGS","02087275",2005-12-01,5.95,"A"
"USGS","02087275",2005-12-02,5.48,"A"
"USGS","02087275",2005-12-03,5.16,"A"
"USGS","02087275",2005-12-04,5.02,"A"
"USGS","02087275",2005-12-05,6.76,"A"
"USGS","02087275",2005-12-06,7.41,"A"
"USGS","02087275",2005-12-07,6.32,"A"
"USGS","02087275",2005-12-08,5.69,"A"
"USGS","02087275",2005-12-09,5.88,"A"
"USGS","02087275",2005-12-10,5.69,"A"
"USGS","02087275",2005-12-11,5.39,"A"
"USGS","02087275",2005-12-12,5.17,"A"
"USGS","02087275",2005-12-13,5,"A"
"USGS","02087275",2005-12-14,4.86,"A"
"USGS","02087275",2005-12-15,6.21,"A"
"USGS","02087275",2005-12-16,8.01,"A"
"USGS","02087275",2005-12-17,6.7,"A"
"USGS","02087275",2005-12-18,6.21,"A"
"USGS","02087275",2005-12-19,5.87,"A"
"USGS","02087275",2005-12-20,5.49,"A"
"USGS","02087275",2005-12-21,5.26,"A"
"USGS","02087275",2005-12-22,5.09,"A"
"USGS","02087275",2005-12-23,4.95,"A"
"USGS","02087275",2005-12-24,4.85,"A"
"USGS","02087275",2005-12-25,4.93,"A"
"USGS","02087275",2005-12-26,5.01,"A"
"USGS","02087275",2005-12-27,4.93,"A"
"USGS","02087275",2005-12-28,4.92,"A"
"USGS","02087275",2005-12-29,5.36,"A"
"USGS","02087275",2005-12-30,5.15,"A"
"USGS","02087275",2005-12-31,5,"A"
"USGS","02087275",2006-01-01,4.9,"A"
"USGS","02087275",2006-01-02,4.92,"A"
"USGS","02087275",2006-01-03,5.12,"A"
"USGS","02087275",2006-01-04,5.06,"A"
"USGS","02087275",2006-01-05,4.97,"A"
"USGS","02087275",2006-01-06,5,"A"
"USGS","02087275",2006-01-07,5.03,"A"
"USGS","02087275",2006-01-08,4.97,"A"
"USGS","02087275",2006-01-09,4.9,"A"
"USGS","02087275",2006-01-10,4.83,"A"
"USGS","02087275",2006-01-11,4.83,"A"
"USGS","02087275",2006-01-12,4.95,"A"
"USGS","02087275",2006-01-13,4.97,"A"
"USGS","02087275",2006-01-14,5.29,"A"
"USGS","02087275",2006-01-15,5.12,"A"
"USGS","02087275",2006-01-16,4.93,"A"
"USGS","02087275",2006-01-17,4.85,"A"
"USGS","02087275",2006-01-18,5.35,"A"
"USGS","02087275",2006-01-19,5.43,"A"
"USGS","02087275",2006-01-20,5.26,"A"
"USGS","02087275",2006-01-21,5.31,"A"
"USGS","02087275",2006-01-22,5.53,"A"
"USGS","02087275",2006-01-23,5.44,"A"
"USGS","02087275",2006-01-24,5.33,"A"
"USGS","02087275",2006-01-25,5.22,"A"
"USGS","02087275",2006-01-26,5.07,"A"
"USGS","02087275",2006-01-27,4.94,"A"
"USGS","02087275",2006-01-28,4.86,"A"
"USGS","02087275",2006-01-29,4.81,"A"
"USGS","02087275",2006-01-30,4.79,"A"
"USGS","02087275",2006-01-31,5.01,"A"
"USGS","02087275",2006-02-01,5.02,"A"
"USGS","02087275",2006-02-02,4.94,"A"
"USGS","02087275",2006-02-03,4.93,"A"
"USGS","02087275",2006-02-04,5.44,"A"
"USGS","02087275",2006-02-05,5.93,"A"
"USGS","02087275",2006-02-06,5.59,"A"
"USGS","02087275",2006-02-07,5.36,"A"
"USGS","02087275",2006-02-08,5.16,"A"
"USGS","02087275",2006-02-09,5.03,"A"
"USGS","02087275",2006-02-10,4.93,"A"
"USGS","02087275",2006-02-11,5.02,"A"
"USGS","02087275",2006-02-12,5.3,"A"
"USGS","02087275",2006-02-13,5.16,"A"
"USGS","02087275",2006-02-14,5.04,"A"
"USGS","02087275",2006-02-15,4.95,"A"
"USGS","02087275",2006-02-16,4.87,"A"
"USGS","02087275",2006-02-17,4.82,"A"
"USGS","02087275",2006-02-18,4.78,"A"
"USGS","02087275",2006-02-19,4.73,"A"
"USGS","02087275",2006-02-20,4.7,"A"
"USGS","02087275",2006-02-21,4.67,"A"
"USGS","02087275",2006-02-22,4.74,"A"
"USGS","02087275",2006-02-23,5.44,"A"
"USGS","02087275",2006-02-24,5.48,"A"
"USGS","02087275",2006-02-25,5.29,"A"
"USGS","02087275",2006-02-26,5.13,"A"
"USGS","02087275",2006-02-27,5.01,"A"
"USGS","02087275",2006-02-28,4.91,"A"
"USGS","02087275",2006-03-01,4.83,"A"
"USGS","02087275",2006-03-02,4.79,"A"
"USGS","02087275",2006-03-03,4.73,"A"
"USGS","02087275",2006-03-04,4.65,"A"
"USGS","02087275",2006-03-05,4.61,"A"
"USGS","02087275",2006-03-06,4.64,"A"
"USGS","02087275",2006-03-07,4.64,"A"
"USGS","02087275",2006-03-09,4.6,"A"
"USGS","02087275",2006-03-11,4.58,"A"
"USGS","02087275",2006-03-12,4.57,"A"
"USGS","02087275",2006-03-13,4.58,"A"
"USGS","02087275",2006-03-14,4.57,"A"
"USGS","02087275",2006-03-15,4.55,"A"
"USGS","02087275",2006-03-16,4.5,"A"
"USGS","02087275",2006-03-17,4.49,"A"
"USGS","02087275",2006-03-18,4.44,"A"
"USGS","02087275",2006-03-19,4.42,"A"
"USGS","02087275",2006-03-20,4.47,"A"
"USGS","02087275",2006-03-21,5.43,"A"
"USGS","02087275",2006-03-22,5.55,"A"
"USGS","02087275",2006-03-23,5.33,"A"
"USGS","02087275",2006-03-24,5.15,"A"
"USGS","02087275",2006-03-25,5.01,"A"
"USGS","02087275",2006-03-26,4.91,"A"
"USGS","02087275",2006-03-27,4.82,"A"
"USGS","02087275",2006-03-28,4.73,"A"
"USGS","02087275",2006-03-29,4.67,"A"
"USGS","02087275",2006-03-30,4.61,"A"
"USGS","02087275",2006-03-31,4.58,"A"
"USGS","02087275",2006-04-01,4.58,"A"
"USGS","02087275",2006-04-02,4.57,"A"
"USGS","02087275",2006-04-03,5.77,"A"
"USGS","02087275",2006-04-04,5.94,"A"
"USGS","02087275",2006-04-05,5.5,"A"
"USGS","02087275",2006-04-06,5.23,"A"
"USGS","02087275",2006-04-07,5.05,"A"
"USGS","02087275",2006-04-08,4.93,"A"
"USGS","02087275",2006-04-09,4.99,"A"
"USGS","02087275",2006-04-10,4.87,"A"
"USGS","02087275",2006-04-11,4.76,"A"
"USGS","02087275",2006-04-12,4.68,"A"
"USGS","02087275",2006-04-13,4.63,"A"
"USGS","02087275",2006-04-14,4.58,"A"
"USGS","02087275",2006-04-15,4.55,"A"
"USGS","02087275",2006-04-16,4.5,"A"
"USGS","02087275",2006-04-17,4.59,"A"
"USGS","02087275",2006-04-18,4.65,"A"
"USGS","02087275",2006-04-19,4.58,"A"
"USGS","02087275",2006-04-20,4.53,"A"
"USGS","02087275",2006-04-21,4.48,"A"
"USGS","02087275",2006-04-25,5.33,"A"
"USGS","02087275",2006-04-26,5.54,"A"
"USGS","02087275",2006-04-27,6.85,"A"
"USGS","02087275",2006-04-28,7.3,"A"
"USGS","02087275",2006-04-29,6.24,"A"
"USGS","02087275",2006-04-30,5.66,"A"
"USGS","02087275",2006-05-01,5.32,"A"
"USGS","02087275",2006-05-02,5.09,"A"
"USGS","02087275",2006-05-03,4.92,"A"
"USGS","02087275",2006-05-04,4.78,"A"
"USGS","02087275",2006-05-05,4.69,"A"
"USGS","02087275",2006-05-06,4.63,"A"
"USGS","02087275",2006-05-07,5.16,"A"
"USGS","02087275",2006-05-08,5.84,"A"
"USGS","02087275",2006-05-09,5.32,"A"
"USGS","02087275",2006-05-10,5.1,"A"
"USGS","02087275",2006-05-11,5.05,"A"
"USGS","02087275",2006-05-12,5.03,"A"
"USGS","02087275",2006-05-13,4.85,"A"
"USGS","02087275",2006-05-14,4.9,"A"
"USGS","02087275",2006-05-15,5.25,"A"
"USGS","02087275",2006-05-16,5.04,"A"
"USGS","02087275",2006-05-17,4.85,"A"
"USGS","02087275",2006-05-18,4.76,"A"
"USGS","02087275",2006-05-19,4.88,"A"
"USGS","02087275",2006-05-20,4.75,"A"
"USGS","02087275",2006-05-21,4.66,"A"
"USGS","02087275",2006-05-22,4.58,"A"
"USGS","02087275",2006-05-23,4.49,"A"
"USGS","02087275",2006-05-24,4.43,"A"
"USGS","02087275",2006-05-25,4.4,"A"
"USGS","02087275",2006-05-26,4.4,"A"
"USGS","02087275",2006-05-27,4.42,"A"
"USGS","02087275",2006-05-28,4.37,"A"
"USGS","02087275",2006-05-29,4.32,"A"
"USGS","02087275",2006-05-30,4.31,"A"
"USGS","02087275",2006-05-31,4.29,"A"
"USGS","02087275",2006-06-01,4.3,"A"
"USGS","02087275",2006-06-02,4.6,"A"
"USGS","02087275",2006-06-03,5.6,"A"
"USGS","02087275",2006-06-04,5.35,"A"
"USGS","02087275",2006-06-05,5.33,"A"
"USGS","02087275",2006-06-06,5.11,"A"
"USGS","02087275",2006-06-07,4.93,"A"
"USGS","02087275",2006-06-08,4.77,"A"
"USGS","02087275",2006-06-09,4.72,"A"
"USGS","02087275",2006-06-10,4.65,"A"
"USGS","02087275",2006-06-11,5,"A"
"USGS","02087275",2006-06-12,5.85,"A"
"USGS","02087275",2006-06-13,5.58,"A"
"USGS","02087275",2006-06-14,15.1,"A"
"USGS","02087275",2006-06-15,13.14,"A"
"USGS","02087275",2006-06-16,11.63,"A"
"USGS","02087275",2006-06-17,11.07,"A"
"USGS","02087275",2006-06-18,9.43,"A"
"USGS","02087275",2006-06-19,7.4,"A"
"USGS","02087275",2006-06-20,6.21,"A"
"USGS","02087275",2006-06-21,5.73,"A"
"USGS","02087275",2006-06-22,5.48,"A"
"USGS","02087275",2006-06-23,6.86,"A"
"USGS","02087275",2006-06-24,7.78,"A"
"USGS","02087275",2006-06-25,7.48,"A"
"USGS","02087275",2006-06-26,7.57,"A"
"USGS","02087275",2006-06-27,6.94,"A"
"USGS","02087275",2006-06-28,7.83,"A"
"USGS","02087275",2006-06-29,6.76,"A"
"USGS","02087275",2006-06-30,5.98,"A"
"USGS","02087275",2006-07-01,5.55,"A"
"USGS","02087275",2006-07-02,5.28,"A"
"USGS","02087275",2006-07-03,5.08,"A"
"USGS","02087275",2006-07-04,4.92,"A"
"USGS","02087275",2006-07-05,4.8,"A"
"USGS","02087275",2006-07-06,6.09,"A"
"USGS","02087275",2006-07-07,6.03,"A"
"USGS","02087275",2006-07-08,5.58,"A"
"USGS","02087275",2006-07-09,5.32,"A"
"USGS","02087275",2006-07-10,5.11,"A"
"USGS","02087275",2006-07-11,4.92,"A"
"USGS","02087275",2006-07-12,4.78,"A"
"USGS","02087275",2006-07-13,4.69,"A"
"USGS","02087275",2006-07-14,4.66,"A"
"USGS","02087275",2006-07-15,4.61,"A"
"USGS","02087275",2006-07-16,4.56,"A"
"USGS","02087275",2006-07-17,4.48,"A"
"USGS","02087275",2006-07-18,4.41,"A"
"USGS","02087275",2006-07-19,4.41,"A"
"USGS","02087275",2006-07-20,4.5,"A"
"USGS","02087275",2006-07-21,4.45,"A"
"USGS","02087275",2006-07-22,4.39,"A"
"USGS","02087275",2006-07-23,4.52,"A"
"USGS","02087275",2006-07-24,4.54,"A"
"USGS","02087275",2006-07-25,6.34,"A"
"USGS","02087275",2006-07-26,7.61,"A"
"USGS","02087275",2006-07-27,6.98,"A"
"USGS","02087275",2006-07-28,6.25,"A"
"USGS","02087275",2006-07-29,5.6,"A"
"USGS","02087275",2006-07-30,5.25,"A"
"USGS","02087275",2006-07-31,5.03,"A"
"USGS","02087275",2006-08-01,4.9,"A"
"USGS","02087275",2006-08-02,4.99,"A"
"USGS","02087275",2006-08-03,4.75,"A"
"USGS","02087275",2006-08-04,4.63,"A"
"USGS","02087275",2006-08-05,4.55,"A"
"USGS","02087275",2006-08-06,4.47,"A"
"USGS","02087275",2006-08-07,4.48,"A"
"USGS","02087275",2006-08-08,4.89,"A"
"USGS","02087275",2006-08-09,4.65,"A"
"USGS","02087275",2006-08-10,4.59,"A"
"USGS","02087275",2006-08-11,4.55,"A"
"USGS","02087275",2006-08-12,4.49,"A"
"USGS","02087275",2006-08-13,4.44,"A"
"USGS","02087275",2006-08-14,4.44,"A"
"USGS","02087275",2006-08-15,4.43,"A"
"USGS","02087275",2006-08-16,4.38,"A"
"USGS","02087275",2006-08-17,4.36,"A"
"USGS","02087275",2006-08-18,4.38,"A"
"USGS","02087275",2006-08-19,4.35,"A"
"USGS","02087275",2006-08-20,4.33,"A"
"USGS","02087275",2006-08-21,4.37,"A"
"USGS","02087275",2006-08-22,4.39,"A"
"USGS","02087275",2006-08-23,4.63,"A"
"USGS","02087275",2006-08-24,4.37,"A"
"USGS","02087275",2006-08-25,4.37,"A"
"USGS","02087275",2006-08-26,4.34,"A"
"USGS","02087275",2006-08-27,4.34,"A"
"USGS","02087275",2006-08-28,4.36,"A"
"USGS","02087275",2006-08-29,4.34,"A"
"USGS","02087275",2006-08-30,4.71,"A"
"USGS","02087275",2006-08-31,5.85,"A"
"USGS","02087275",2006-09-01,7.23,"A"
"USGS","02087275",2006-09-02,6.52,"A"
"USGS","02087275",2006-09-03,5.87,"A"
"USGS","02087275",2006-09-04,5.49,"A"
"USGS","02087275",2006-09-05,8.13,"A"
"USGS","02087275",2006-09-06,7.73,"A"
"USGS","02087275",2006-09-07,7.43,"A"
"USGS","02087275",2006-09-08,6.77,"A"
"USGS","02087275",2006-09-09,6.15,"A"
"USGS","02087275",2006-09-10,5.58,"A"
"USGS","02087275",2006-09-11,5.22,"A"
"USGS","02087275",2006-09-12,4.97,"A"
"USGS","02087275",2006-09-13,4.94,"A"
"USGS","02087275",2006-09-14,5.47,"A"
"USGS","02087275",2006-09-15,5.43,"A"
"USGS","02087275",2006-09-16,5.18,"A"
"USGS","02087275",2006-09-17,5,"A"
"USGS","02087275",2006-09-18,4.87,"A"
"USGS","02087275",2006-09-19,4.91,"A"
"USGS","02087275",2006-09-20,5.37,"A"
"USGS","02087275",2006-09-21,5.14,"A"
"USGS","02087275",2006-09-22,4.97,"A"
"USGS","02087275",2006-09-23,4.84,"A"
"USGS","02087275",2006-09-24,4.75,"A"
"USGS","02087275",2006-09-25,5.28,"A"
"USGS","02087275",2006-09-26,5.1,"A"
"USGS","02087275",2006-09-27,4.93,"A"
"USGS","02087275",2006-09-28,4.95,"A"
"USGS","02087275",2006-09-29,5.88,"A"
"USGS","02087275",2006-09-30,5.52,"A"
"USGS","02087275",2006-10-01,5.27,"A"
"USGS","02087275",2006-10-02,5.05,"A"
"USGS","02087275",2006-10-03,4.88,"A"
"USGS","02087275",2006-10-04,4.76,"A"
"USGS","02087275",2006-10-05,4.65,"A"
"USGS","02087275",2006-10-06,5.34,"A"
"USGS","02087275",2006-10-07,5.53,"A"
"USGS","02087275",2006-10-08,5.83,"A"
"USGS","02087275",2006-10-09,5.68,"A"
"USGS","02087275",2006-10-10,5.41,"A"
"USGS","02087275",2006-10-11,5.18,"A"
"USGS","02087275",2006-10-12,5.06,"A"
"USGS","02087275",2006-10-13,4.92,"A"
"USGS","02087275",2006-10-14,4.77,"A"
"USGS","02087275",2006-10-15,4.66,"A"
"USGS","02087275",2006-10-16,4.59,"A"
"USGS","02087275",2006-10-17,4.9,"A"
"USGS","02087275",2006-10-18,6.16,"A"
"USGS","02087275",2006-10-19,5.82,"A"
